seed,focal,capital_mult,shock_fraction,base_government_capital,baseline_institution_capacity,baseline_government_effective_control,baseline_structural_admin,time,institution_capacity,institution_reach,institution_integrity,institution_compliance,government_effective_control,government_formal,government_physical,government_administrative,government_legal,government_fiscal,government_social,government_expected,structural_administrative_capacity,government_governance,government_capital,security_recruit_pipeline,security_reserve,intelligence_penetration,cumulative_security_recruits,cumulative_security_deployments,cumulative_admin_rebuild,cumulative_underground_disruption,police_professionalism,military_experience,economic_output
2026093100,5,1.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.01468752604156378,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.24763821051239751,0.97999999999999998,0.21088419596303690,0.03721858060700931,0.03157088229028889,0.23946779850207056,0.05220894331850130,0.07015061635080408,0.04578127406953553,0.36809816661453515,2254850.10962626338005066,10.21674857350850552,0.00000000000000000,0.01669066407994349,14.84770559999999762,4.59865352147946549,0.00897145740808202,0.00000000000000000,0.54353774795186371,0.00000000000000000,230079.05900428586755879
2026093100,5,1.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.11042944998436054,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30740976372994744,0.97999999999999998,0.22619219104482752,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11042944998436054,0.36809816661453515,2500000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,1.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.11131804851247840,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30606687904787888,0.97999999999999998,0.21800059448420922,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11236923942547154,0.36809816661453515,2498689.33053435478359461,3.17718451375740463,0.00000000000000000,0.01189855670143192,3.71192639999999940,0.53101176369911995,0.00193978944111100,0.00000000000000000,0.57106505400933061,0.00000000000000000,229664.88076461947639473
2026093100,5,1.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.09883740629537806,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30630393105091447,0.97999999999999998,0.21812245105144251,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11429489285363689,0.36809816661453515,2377415.15698447404429317,5.89666231225574755,0.00000000000000000,0.02355049712673352,7.42385279999999881,1.51653748334517102,0.00386544286927635,0.00000000000000000,0.56105980355419105,0.00000000000000000,229874.56007365463301539
2026093100,5,1.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.09969875475300617,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30633176040086013,0.97999999999999998,0.21829221008611091,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11619786958371948,0.36809816661453515,2376102.22240523900836706,8.22437084303265564,0.00000000000000000,0.03500788699965018,11.13577919999999821,2.89109966182866174,0.00576841959935895,0.00000000000000000,0.55275298836560394,0.00000000000000000,229874.56007365463301539
2026093100,5,1.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.08784311993466153,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.30659024957576270,0.97999999999999998,0.21850276901545712,0.11152574389272464,0.09462463094320661,0.23980798003165371,0.15656016088477176,0.21040998527907648,0.11808972527880797,0.36809816661453515,2254908.11006107646971941,10.21674857350850552,0.00000000000000000,0.04631291758443329,14.84770559999999762,4.59865352147946549,0.00766027529444744,0.00000000000000000,0.54591144735579378,0.00000000000000000,230084.56811133516021073
2026093100,5,1.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.18404908330726757,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.36483589298985808,0.97999999999999998,0.22619219104482752,0.18404908330726757,0.15644172081117744,0.23926380829944785,0.26000000000000001,0.34999999999999998,0.18404908330726757,0.36809816661453515,2500000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,1.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.18474164088840633,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.36467401589227139,0.97999999999999998,0.22520474074954863,0.18404908330726757,0.15644172081117744,0.23926380829944785,0.26000000000000001,0.34999999999999998,0.18556092002626354,0.36809816661453515,2498708.24159396393224597,3.17718451375740463,0.00000000000000000,0.01969122049639327,3.71192639999999940,0.53101176369911995,0.00151183671899596,0.00000000000000000,0.57262222632010262,0.00000000000000000,229664.88076461947639473
2026093100,5,1.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.17213224202379629,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.36504882310800429,0.97999999999999998,0.22531950094275330,0.18493658385466158,0.15705400421821056,0.23970184379376108,0.26045122076836308,0.35033095001073877,0.18705990232496308,0.36809816661453515,2377452.94299436267465353,5.89666231225574755,0.00000000000000000,0.03873056586100254,7.42385279999999881,1.51653748334517102,0.00301081901769552,0.00000000000000000,0.56386071570820495,0.00000000000000000,229877.15585706764250062
2026093100,5,1.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.17280222663160510,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.36507503180277578,0.97999999999999998,0.22547937398085946,0.18493658385466158,0.15705400421821056,0.23970184379376108,0.26045122076836308,0.35033095001073877,0.18854009899436275,0.36809816661453515,2376158.69089689711108804,8.22437084303265564,0.00000000000000000,0.05719078369783226,11.13577919999999821,2.89109966182866174,0.00449101568709518,0.00000000000000000,0.55650880813389503,0.00000000000000000,229877.15585706764250062
2026093100,5,1.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.16082916712113052,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.36546944909507911,0.97999999999999998,0.22567767091274718,0.18583767746844351,0.15767650408502965,0.24014678723464467,0.26090998384507336,0.35066837811964285,0.19000989114434755,0.36809816661453515,2254983.26865991251543164,10.21674857350850552,0.00000000000000000,0.07513180471251613,14.84770559999999762,4.59865352147946549,0.00596080783707998,0.00000000000000000,0.55037207944008149,0.00000000000000000,230089.75645327154779807
2026093100,5,1.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.36809816661453515,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.50840121613963485,0.97999999999999998,0.22619219104482752,0.36809816661453515,0.31288344162235487,0.23926380829944785,0.52000000000000002,0.69999999999999996,0.36809816661453515,0.36809816661453515,2500000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,1.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.36809816661453515,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.51004765688811982,0.97999999999999998,0.23623547961058541,0.36809816661453515,0.31288344162235487,0.23926380829944785,0.52000000000000002,0.69999999999999996,0.36809816661453515,0.36809816661453515,2498781.42119500599801540,3.17718451375740463,0.53101176369911995,0.03891223193145321,3.71192639999999940,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.57656261798591946,0.00000000000000000,229664.88076461947639473
2026093100,5,1.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.35498401549107245,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.51075135387149939,0.97999999999999998,0.23623547961058541,0.36986714767926449,0.31408878734842155,0.24012577850452516,0.52088814460748889,0.70065192042618052,0.36809816661453515,0.36809816661453515,2377604.23736903117969632,5.89666231225574755,1.51283338048436433,0.07561914774799083,7.42385279999999881,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.57105260829276472,0.00000000000000000,229881.09295862878207117
2026093100,5,1.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.35498401549107245,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.51075135387149939,0.97999999999999998,0.23623547961058541,0.36986714767926449,0.31408878734842155,0.24012577850452516,0.52088814460748889,0.70065192042618052,0.36809816661453515,0.36809816661453515,2376391.88931644940748811,8.22437084303265564,2.87684270338977921,0.11026693101742102,11.13577919999999821,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.56633637322200892,0.00000000000000000,229881.09295862878207117
2026093100,5,1.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.34254614583866250,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.51145716551296994,0.97999999999999998,0.23623547961058541,0.37163801914625394,0.31529792169294057,0.24098774870960246,0.52177839532486348,0.70131005863484630,0.36809816661453515,0.36809816661453515,2255302.00241584051400423,10.21674857350850552,4.56432898259098163,0.14298847038066753,14.84770559999999762,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.56229956122324598,0.00000000000000000,230097.50870014034444466
2026093100,5,2.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.03680981666145352,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.24998363447003671,0.97999999999999998,0.22619219104482752,0.03680981666145352,0.03128834416223549,0.23926380829944785,0.05200000000000000,0.06999999999999999,0.03680981666145352,0.36809816661453515,5000000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.03784840646996690,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.24738671277301805,0.97999999999999998,0.21035096869301356,0.03680981666145352,0.03128834416223549,0.23926380829944785,0.05200000000000000,0.06999999999999999,0.03907703349836068,0.36809816661453515,4998674.86164869926869869,3.17718451375740463,0.00000000000000000,0.00405760152145926,3.71192639999999940,0.53101176369911995,0.00226721683690716,0.00000000000000000,0.56964025703768806,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.02545507765897228,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.24748617932151565,0.97999999999999998,0.21048036044953847,0.03700388887906186,0.03142331123629563,0.23936059314823421,0.05209954956856390,0.07007268540218393,0.04133127245521308,0.36809816661453515,4877386.14841155335307121,5.89666231225574755,0.00000000000000000,0.00816734701178312,7.42385279999999881,1.51653748334517102,0.00452145579375956,0.00000000000000000,0.55879884587081996,0.00000000000000000,229871.80377595976460725
2026093100,5,2.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.02646439923113164,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.24751572954235454,0.97999999999999998,0.21066061679665563,0.03700388887906186,0.03142331123629563,0.23936059314823421,0.05209954956856390,0.07007268540218393,0.04356116611553111,0.36809816661453515,4876058.76750393677502871,8.22437084303265564,0.00000000000000000,0.01236790249994274,11.13577919999999821,2.89109966182866174,0.00675134945407760,0.00000000000000000,0.55021658044821609,0.00000000000000000,229871.80377595976460725
2026093100,5,2.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.01468752604156378,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.24763821051239751,0.97999999999999998,0.21088419596303690,0.03721858060700931,0.03157088229028889,0.23946779850207056,0.05220894331850130,0.07015061635080408,0.04578127406953553,0.36809816661453515,4754850.10962625313550234,10.21674857350850552,0.00000000000000000,0.01669066407994349,14.84770559999999762,4.59865352147946549,0.00897145740808202,0.00000000000000000,0.54353774795186371,0.00000000000000000,230079.05900428586755879
2026093100,5,2.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.11042944998436054,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30740976372994744,0.97999999999999998,0.22619219104482752,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11042944998436054,0.36809816661453515,5000000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.11131804851247840,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30606687904787888,0.97999999999999998,0.21800059448420922,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11236923942547154,0.36809816661453515,4998689.33053434919565916,3.17718451375740463,0.00000000000000000,0.01189855670143192,3.71192639999999940,0.53101176369911995,0.00193978944111100,0.00000000000000000,0.57106505400933061,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.09883740629537806,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30630393105091447,0.97999999999999998,0.21812245105144251,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11429489285363689,0.36809816661453515,4877415.15698446333408356,5.89666231225574755,0.00000000000000000,0.02355049712673352,7.42385279999999881,1.51653748334517102,0.00386544286927635,0.00000000000000000,0.56105980355419105,0.00000000000000000,229874.56007365463301539
2026093100,5,2.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.09969875475300617,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30633176040086013,0.97999999999999998,0.21829221008611091,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11619786958371948,0.36809816661453515,4876102.22240522690117359,8.22437084303265564,0.00000000000000000,0.03500788699965018,11.13577919999999821,2.89109966182866174,0.00576841959935895,0.00000000000000000,0.55275298836560394,0.00000000000000000,229874.56007365463301539
2026093100,5,2.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.08784311993466153,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.30659024957576270,0.97999999999999998,0.21850276901545712,0.11152574389272464,0.09462463094320661,0.23980798003165371,0.15656016088477176,0.21040998527907648,0.11808972527880797,0.36809816661453515,4754908.11006106249988079,10.21674857350850552,0.00000000000000000,0.04631291758443329,14.84770559999999762,4.59865352147946549,0.00766027529444744,0.00000000000000000,0.54591144735579378,0.00000000000000000,230084.56811133516021073
2026093100,5,2.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.18404908330726757,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.36483589298985808,0.97999999999999998,0.22619219104482752,0.18404908330726757,0.15644172081117744,0.23926380829944785,0.26000000000000001,0.34999999999999998,0.18404908330726757,0.36809816661453515,5000000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.18474164088840633,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.36467401589227139,0.97999999999999998,0.22520474074954863,0.18404908330726757,0.15644172081117744,0.23926380829944785,0.26000000000000001,0.34999999999999998,0.18556092002626354,0.36809816661453515,4998708.24159395787864923,3.17718451375740463,0.00000000000000000,0.01969122049639327,3.71192639999999940,0.53101176369911995,0.00151183671899596,0.00000000000000000,0.57262222632010262,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.17213224202379629,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.36504882310800429,0.97999999999999998,0.22531950094275330,0.18493658385466158,0.15705400421821056,0.23970184379376108,0.26045122076836308,0.35033095001073877,0.18705990232496308,0.36809816661453515,4877452.94299435149878263,5.89666231225574755,0.00000000000000000,0.03873056586100254,7.42385279999999881,1.51653748334517102,0.00301081901769552,0.00000000000000000,0.56386071570820495,0.00000000000000000,229877.15585706764250062
2026093100,5,2.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.17280222663160510,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.36507503180277578,0.97999999999999998,0.22547937398085946,0.18493658385466158,0.15705400421821056,0.23970184379376108,0.26045122076836308,0.35033095001073877,0.18854009899436275,0.36809816661453515,4876158.69089688453823328,8.22437084303265564,0.00000000000000000,0.05719078369783226,11.13577919999999821,2.89109966182866174,0.00449101568709518,0.00000000000000000,0.55650880813389503,0.00000000000000000,229877.15585706764250062
2026093100,5,2.00000000000000000,0.50000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.16082916712113052,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.36546944909507911,0.97999999999999998,0.22567767091274718,0.18583767746844351,0.15767650408502965,0.24014678723464467,0.26090998384507336,0.35066837811964285,0.19000989114434755,0.36809816661453515,4754983.26865989901125431,10.21674857350850552,0.00000000000000000,0.07513180471251613,14.84770559999999762,4.59865352147946549,0.00596080783707998,0.00000000000000000,0.55037207944008149,0.00000000000000000,230089.75645327154779807
2026093100,5,2.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.36809816661453515,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.50840121613963485,0.97999999999999998,0.22619219104482752,0.36809816661453515,0.31288344162235487,0.23926380829944785,0.52000000000000002,0.69999999999999996,0.36809816661453515,0.36809816661453515,5000000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.36809816661453515,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.51004765688811982,0.97999999999999998,0.23623547961058541,0.36809816661453515,0.31288344162235487,0.23926380829944785,0.52000000000000002,0.69999999999999996,0.36809816661453515,0.36809816661453515,4998781.42119500041007996,3.17718451375740463,0.53101176369911995,0.03891223193145321,3.71192639999999940,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.57656261798591946,0.00000000000000000,229664.88076461947639473
2026093100,5,2.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.35498401549107245,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.51075135387149939,0.97999999999999998,0.23623547961058541,0.36986714767926449,0.31408878734842155,0.24012577850452516,0.52088814460748889,0.70065192042618052,0.36809816661453515,0.36809816661453515,4877604.23736902233213186,5.89666231225574755,1.51283338048436433,0.07561914774799083,7.42385279999999881,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.57105260829276472,0.00000000000000000,229881.09295862878207117
2026093100,5,2.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.35498401549107245,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.51075135387149939,0.97999999999999998,0.23623547961058541,0.36986714767926449,0.31408878734842155,0.24012577850452516,0.52088814460748889,0.70065192042618052,0.36809816661453515,0.36809816661453515,4876391.88931643962860107,8.22437084303265564,2.87684270338977921,0.11026693101742102,11.13577919999999821,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.56633637322200892,0.00000000000000000,229881.09295862878207117
2026093100,5,2.00000000000000000,1.00000000000000000,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.34254614583866250,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.51145716551296994,0.97999999999999998,0.23623547961058541,0.37163801914625394,0.31529792169294057,0.24098774870960246,0.52177839532486348,0.70131005863484630,0.36809816661453515,0.36809816661453515,4755302.00241583213210106,10.21674857350850552,4.56432898259098163,0.14298847038066753,14.84770559999999762,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.56229956122324598,0.00000000000000000,230097.50870014034444466
2026093100,5,4.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.03680981666145352,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.24998363447003671,0.97999999999999998,0.22619219104482752,0.03680981666145352,0.03128834416223549,0.23926380829944785,0.05200000000000000,0.06999999999999999,0.03680981666145352,0.36809816661453515,10000000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,4.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.03784840646996690,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.24738671277301805,0.97999999999999998,0.21035096869301356,0.03680981666145352,0.03128834416223549,0.23926380829944785,0.05200000000000000,0.06999999999999999,0.03907703349836068,0.36809816661453515,9998674.86164870485663414,3.17718451375740463,0.00000000000000000,0.00405760152145926,3.71192639999999940,0.53101176369911995,0.00226721683690716,0.00000000000000000,0.56964025703768806,0.00000000000000000,229664.88076461947639473
2026093100,5,4.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.02545507765897228,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.24748617932151565,0.97999999999999998,0.21048036044953847,0.03700388887906186,0.03142331123629563,0.23936059314823421,0.05209954956856390,0.07007268540218393,0.04133127245521308,0.36809816661453515,9877386.14841157011687756,5.89666231225574755,0.00000000000000000,0.00816734701178312,7.42385279999999881,1.51653748334517102,0.00452145579375956,0.00000000000000000,0.55879884587081996,0.00000000000000000,229871.80377595976460725
2026093100,5,4.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.02646439923113164,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.24751572954235454,0.97999999999999998,0.21066061679665563,0.03700388887906186,0.03142331123629563,0.23936059314823421,0.05209954956856390,0.07007268540218393,0.04356116611553111,0.36809816661453515,9876058.76750395074486732,8.22437084303265564,0.00000000000000000,0.01236790249994274,11.13577919999999821,2.89109966182866174,0.00675134945407760,0.00000000000000000,0.55021658044821609,0.00000000000000000,229871.80377595976460725
2026093100,5,4.00000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.01468752604156378,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.24763821051239751,0.97999999999999998,0.21088419596303690,0.03721858060700931,0.03157088229028889,0.23946779850207056,0.05220894331850130,0.07015061635080408,0.04578127406953553,0.36809816661453515,9754850.10962627269327641,10.21674857350850552,0.00000000000000000,0.01669066407994349,14.84770559999999762,4.59865352147946549,0.00897145740808202,0.00000000000000000,0.54353774795186371,0.00000000000000000,230079.05900428586755879
2026093100,5,4.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.11042944998436054,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30740976372994744,0.97999999999999998,0.22619219104482752,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11042944998436054,0.36809816661453515,10000000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,4.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.11131804851247840,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30606687904787888,0.97999999999999998,0.21800059448420922,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11236923942547154,0.36809816661453515,9998689.33053435385227203,3.17718451375740463,0.00000000000000000,0.01189855670143192,3.71192639999999940,0.53101176369911995,0.00193978944111100,0.00000000000000000,0.57106505400933061,0.00000000000000000,229664.88076461947639473
2026093100,5,4.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.09883740629537806,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30630393105091447,0.97999999999999998,0.21812245105144251,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11429489285363689,0.36809816661453515,9877415.15698447637259960,5.89666231225574755,0.00000000000000000,0.02355049712673352,7.42385279999999881,1.51653748334517102,0.00386544286927635,0.00000000000000000,0.56105980355419105,0.00000000000000000,229874.56007365463301539
2026093100,5,4.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.09969875475300617,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30633176040086013,0.97999999999999998,0.21829221008611091,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11619786958371948,0.36809816661453515,9876102.22240523807704449,8.22437084303265564,0.00000000000000000,0.03500788699965018,11.13577919999999821,2.89109966182866174,0.00576841959935895,0.00000000000000000,0.55275298836560394,0.00000000000000000,229874.56007365463301539
2026093100,5,4.00000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.08784311993466153,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.30659024957576270,0.97999999999999998,0.21850276901545712,0.11152574389272464,0.09462463094320661,0.23980798003165371,0.15656016088477176,0.21040998527907648,0.11808972527880797,0.36809816661453515,9754908.11006108298897743,10.21674857350850552,0.00000000000000000,0.04631291758443329,14.84770559999999762,4.59865352147946549,0.00766027529444744,0.00000000000000000,0.54591144735579378,0.00000000000000000,230084.56811133516021073
